x_mat     x2
0.0889911    0.500829
0.0890911    0.50114
0.0891911    0.50145
0.0892911    0.50176
0.0893911    0.50207
0.0894911    0.502379
0.089591    0.502688
0.089691    0.502996
0.089791    0.503304
0.089891    0.503611
0.089991    0.503918
0.090091    0.504225
0.090191    0.504531
0.090291    0.504837
0.090391    0.505143
0.090491    0.505448
0.0905909    0.505753
0.0906909    0.506057
0.0907909    0.506361
0.0908909    0.506664
0.0909909    0.506967
0.0910909    0.50727
0.0911909    0.507572
0.0912909    0.507874
0.0913909    0.508175
0.0914909    0.508476
0.0915908    0.508777
0.0916908    0.509077
0.0917908    0.509377
0.0918908    0.509677
0.0919908    0.509976
0.0920908    0.510274
0.0921908    0.510572
0.0922908    0.51087
0.0923908    0.511168
0.0924908    0.511465
0.0925907    0.511761
0.0926907    0.512058
0.0927907    0.512354
0.0928907    0.512649
0.0929907    0.512944
0.0930907    0.513239
0.0931907    0.513533
0.0932907    0.513827
0.0933907    0.51412
0.0934907    0.514414
0.0935906    0.514706
0.0936906    0.514999
0.0937906    0.51529
0.0938906    0.515582
0.0939906    0.515873
0.0940906    0.516164
0.0941906    0.516454
0.0942906    0.516744
0.0943906    0.517034
0.0944906    0.517323
0.0945905    0.517612
0.0946905    0.5179
0.0947905    0.518188
0.0948905    0.518476
0.0949905    0.518763
0.0950905    0.51905
0.0951905    0.519336
0.0952905    0.519622
0.0953905    0.519908
0.0954905    0.520193
0.0955904    0.520478
0.0956904    0.520763
0.0957904    0.521047
0.0958904    0.521331
0.0959904    0.521614
0.0960904    0.521897
0.0961904    0.52218
0.0962904    0.522462
0.0963904    0.522744
0.0964904    0.523025
0.0965903    0.523307
0.0966903    0.523587
0.0967903    0.523868
0.0968903    0.524148
0.0969903    0.524427
0.0970903    0.524706
0.0971903    0.524985
0.0972903    0.525264
0.0973903    0.525542
0.0974903    0.525819
0.0975902    0.526097
0.0976902    0.526374
0.0977902    0.52665
0.0978902    0.526926
0.0979902    0.527202
0.0980902    0.527478
0.0981902    0.527753
0.0982902    0.528027
0.0983902    0.528302
0.0984902    0.528575
0.0985901    0.528849
0.0986901    0.529122
0.0987901    0.529395
0.0988901    0.529667
0.0989901    0.529939
0.0990901    0.530211
0.0991901    0.530482
0.0992901    0.530753
0.0993901    0.531024
0.0994901    0.531294
0.09959    0.531564
0.09969    0.531834
0.09979    0.532103
0.09989    0.532371
0.09999    0.53264
0.10009    0.532908
0.10019    0.533175
0.10029    0.533443
0.10039    0.533709
0.10049    0.533976
0.10059    0.534242
0.10069    0.534508
0.10079    0.534773
0.10089    0.535038
0.10099    0.535303
0.10109    0.535567
0.10119    0.535831
0.10129    0.536095
0.10139    0.536358
0.10149    0.536621
0.10159    0.536884
0.10169    0.537146
0.10179    0.537407
0.10189    0.537669
0.10199    0.53793
0.10209    0.538191
0.10219    0.538451
0.10229    0.538711
0.10239    0.538971
0.10249    0.53923
0.10259    0.539489
0.10269    0.539747
0.10279    0.540005
0.10289    0.540263
0.10299    0.540521
0.10309    0.540778
0.10319    0.541035
0.10329    0.541291
0.10339    0.541547
0.10349    0.541803
0.10359    0.542058
0.10369    0.542313
0.10379    0.542568
0.10389    0.542822
0.10399    0.543076
0.10409    0.543329
0.10419    0.543583
0.10429    0.543835
0.10439    0.544088
0.10449    0.54434
0.10459    0.544592
0.10469    0.544843
0.10479    0.545094
0.10489    0.545345
0.10499    0.545596
0.105089    0.545846
0.105189    0.546095
0.105289    0.546345
0.105389    0.546594
0.105489    0.546842
0.105589    0.547091
0.105689    0.547339
0.105789    0.547586
0.105889    0.547833
0.105989    0.54808
0.106089    0.548327
0.106189    0.548573
0.106289    0.548819
0.106389    0.549064
0.106489    0.54931
0.106589    0.549554
0.106689    0.549799
0.106789    0.550043
0.106889    0.550287
0.106989    0.55053
0.107089    0.550773
0.107189    0.551016
0.107289    0.551259
0.107389    0.551501
0.107489    0.551742
0.107589    0.551984
0.107689    0.552225
0.107789    0.552466
0.107889    0.552706
0.107989    0.552946
0.108089    0.553186
0.108189    0.553425
0.108289    0.553664
0.108389    0.553903
0.108489    0.554141
0.108589    0.554379
0.108689    0.554617
0.108789    0.554854
0.108889    0.555091
0.108989    0.555328
0.109089    0.555564
0.109189    0.5558
0.109289    0.556036
0.109389    0.556271
0.109489    0.556506
0.109589    0.55674
0.109689    0.556975
0.109789    0.557209
0.109889    0.557442
0.109989    0.557676
0.110089    0.557909
0.110189    0.558141
0.110289    0.558374
0.110389    0.558606
0.110489    0.558837
0.110589    0.559068
0.110689    0.559299
0.110789    0.55953
0.110889    0.55976
