   x    v    u    error 
     0.19778      0.66386      0.66386     -7.06870 
     0.19788      0.66389      0.66389     -7.06870 
     0.19798      0.66393      0.66393     -7.06869 
     0.19808      0.66397      0.66397     -7.06869 
     0.19818      0.66401      0.66401     -7.06868 
     0.19828      0.66405      0.66405     -7.06868 
     0.19838      0.66408      0.66408     -7.06867 
     0.19848      0.66412      0.66412     -7.06867 
     0.19858      0.66416      0.66416     -7.06866 
     0.19868      0.66420      0.66420     -7.06866 
     0.19878      0.66423      0.66423     -7.06865 
     0.19888      0.66427      0.66427     -7.06865 
     0.19898      0.66431      0.66431     -7.06864 
     0.19908      0.66434      0.66434     -7.06864 
     0.19918      0.66438      0.66438     -7.06863 
     0.19928      0.66442      0.66442     -7.06863 
     0.19938      0.66445      0.66445     -7.06863 
     0.19948      0.66449      0.66449     -7.06862 
     0.19958      0.66452      0.66452     -7.06862 
     0.19968      0.66456      0.66456     -7.06861 
     0.19978      0.66460      0.66460     -7.06861 
     0.19988      0.66463      0.66463     -7.06860 
     0.19998      0.66467      0.66467     -7.06860 
     0.20008      0.66470      0.66470     -7.06859 
     0.20018      0.66474      0.66474     -7.06859 
     0.20028      0.66477      0.66477     -7.06858 
     0.20038      0.66481      0.66481     -7.06858 
     0.20048      0.66484      0.66484     -7.06857 
     0.20058      0.66488      0.66488     -7.06857 
     0.20068      0.66491      0.66491     -7.06856 
     0.20078      0.66495      0.66495     -7.06856 
     0.20088      0.66498      0.66498     -7.06855 
     0.20098      0.66501      0.66501     -7.06855 
     0.20108      0.66505      0.66505     -7.06854 
     0.20118      0.66508      0.66508     -7.06854 
     0.20128      0.66512      0.66512     -7.06854 
     0.20138      0.66515      0.66515     -7.06853 
     0.20148      0.66518      0.66518     -7.06853 
     0.20158      0.66522      0.66522     -7.06852 
     0.20168      0.66525      0.66525     -7.06852 
     0.20178      0.66528      0.66528     -7.06851 
     0.20188      0.66531      0.66531     -7.06851 
     0.20198      0.66535      0.66535     -7.06850 
     0.20208      0.66538      0.66538     -7.06850 
     0.20218      0.66541      0.66541     -7.06849 
     0.20228      0.66544      0.66544     -7.06849 
     0.20238      0.66548      0.66548     -7.06848 
     0.20248      0.66551      0.66551     -7.06848 
     0.20258      0.66554      0.66554     -7.06847 
     0.20268      0.66557      0.66557     -7.06847 
     0.20278      0.66560      0.66560     -7.06846 
     0.20288      0.66564      0.66564     -7.06846 
     0.20298      0.66567      0.66567     -7.06845 
     0.20308      0.66570      0.66570     -7.06845 
     0.20318      0.66573      0.66573     -7.06845 
     0.20328      0.66576      0.66576     -7.06844 
     0.20338      0.66579      0.66579     -7.06844 
     0.20348      0.66582      0.66582     -7.06843 
     0.20358      0.66585      0.66585     -7.06843 
     0.20368      0.66588      0.66588     -7.06842 
     0.20378      0.66591      0.66591     -7.06842 
     0.20388      0.66594      0.66594     -7.06841 
     0.20398      0.66597      0.66597     -7.06841 
     0.20408      0.66600      0.66600     -7.06840 
     0.20418      0.66603      0.66603     -7.06840 
     0.20428      0.66606      0.66606     -7.06839 
     0.20438      0.66609      0.66609     -7.06839 
     0.20448      0.66612      0.66612     -7.06838 
     0.20458      0.66615      0.66615     -7.06838 
     0.20468      0.66618      0.66618     -7.06837 
     0.20478      0.66621      0.66621     -7.06837 
     0.20488      0.66624      0.66624     -7.06836 
     0.20498      0.66627      0.66627     -7.06836 
     0.20508      0.66630      0.66630     -7.06835 
     0.20518      0.66633      0.66633     -7.06835 
     0.20528      0.66635      0.66635     -7.06834 
     0.20538      0.66638      0.66638     -7.06834 
     0.20548      0.66641      0.66641     -7.06833 
     0.20558      0.66644      0.66644     -7.06833 
     0.20568      0.66647      0.66647     -7.06833 
     0.20578      0.66649      0.66649     -7.06832 
     0.20588      0.66652      0.66652     -7.06832 
     0.20598      0.66655      0.66655     -7.06831 
     0.20608      0.66658      0.66658     -7.06831 
     0.20618      0.66660      0.66660     -7.06830 
     0.20628      0.66663      0.66663     -7.06830 
     0.20638      0.66666      0.66666     -7.06829 
     0.20648      0.66669      0.66669     -7.06829 
     0.20658      0.66671      0.66671     -7.06828 
     0.20668      0.66674      0.66674     -7.06828 
     0.20678      0.66677      0.66677     -7.06827 
     0.20688      0.66679      0.66679     -7.06827 
     0.20698      0.66682      0.66682     -7.06826 
     0.20708      0.66684      0.66684     -7.06826 
     0.20718      0.66687      0.66687     -7.06825 
     0.20728      0.66690      0.66690     -7.06825 
     0.20738      0.66692      0.66692     -7.06824 
     0.20748      0.66695      0.66695     -7.06824 
     0.20758      0.66697      0.66697     -7.06823 
     0.20768      0.66700      0.66700     -7.06823 
     0.20778      0.66702      0.66702     -7.06822 
     0.20788      0.66705      0.66705     -7.06822 
     0.20798      0.66707      0.66707     -7.06821 
     0.20808      0.66710      0.66710     -7.06821 
     0.20818      0.66712      0.66712     -7.06820 
     0.20828      0.66715      0.66715     -7.06820 
     0.20838      0.66717      0.66717     -7.06819 
     0.20848      0.66720      0.66720     -7.06819 
     0.20858      0.66722      0.66722     -7.06819 
     0.20868      0.66725      0.66725     -7.06818 
     0.20878      0.66727      0.66727     -7.06818 
     0.20888      0.66729      0.66729     -7.06817 
     0.20898      0.66732      0.66732     -7.06817 
     0.20908      0.66734      0.66734     -7.06816 
     0.20918      0.66736      0.66736     -7.06816 
     0.20928      0.66739      0.66739     -7.06815 
     0.20938      0.66741      0.66741     -7.06815 
     0.20948      0.66743      0.66743     -7.06814 
     0.20958      0.66746      0.66746     -7.06814 
     0.20968      0.66748      0.66748     -7.06813 
     0.20978      0.66750      0.66750     -7.06813 
     0.20988      0.66753      0.66753     -7.06812 
     0.20998      0.66755      0.66755     -7.06812 
     0.21008      0.66757      0.66757     -7.06811 
     0.21018      0.66759      0.66759     -7.06811 
     0.21028      0.66762      0.66762     -7.06810 
     0.21038      0.66764      0.66764     -7.06810 
     0.21048      0.66766      0.66766     -7.06809 
     0.21058      0.66768      0.66768     -7.06809 
     0.21068      0.66770      0.66770     -7.06808 
     0.21078      0.66772      0.66772     -7.06808 
     0.21088      0.66775      0.66775     -7.06807 
     0.21098      0.66777      0.66777     -7.06807 
     0.21108      0.66779      0.66779     -7.06806 
     0.21118      0.66781      0.66781     -7.06806 
     0.21128      0.66783      0.66783     -7.06805 
     0.21138      0.66785      0.66785     -7.06805 
     0.21148      0.66787      0.66787     -7.06804 
     0.21158      0.66789      0.66789     -7.06804 
     0.21168      0.66791      0.66791     -7.06803 
     0.21178      0.66793      0.66793     -7.06803 
     0.21188      0.66795      0.66795     -7.06802 
     0.21198      0.66797      0.66797     -7.06802 
     0.21208      0.66799      0.66799     -7.06801 
     0.21218      0.66801      0.66801     -7.06801 
     0.21228      0.66803      0.66803     -7.06800 
     0.21238      0.66805      0.66805     -7.06800 
     0.21248      0.66807      0.66807     -7.06799 
     0.21258      0.66809      0.66809     -7.06799 
     0.21268      0.66811      0.66811     -7.06798 
     0.21278      0.66813      0.66813     -7.06798 
     0.21288      0.66815      0.66815     -7.06797 
     0.21298      0.66817      0.66817     -7.06797 
     0.21308      0.66819      0.66819     -7.06796 
     0.21318      0.66821      0.66821     -7.06796 
     0.21328      0.66822      0.66822     -7.06795 
     0.21338      0.66824      0.66824     -7.06795 
     0.21348      0.66826      0.66826     -7.06794 
     0.21358      0.66828      0.66828     -7.06794 
     0.21368      0.66830      0.66830     -7.06793 
     0.21378      0.66832      0.66832     -7.06793 
     0.21388      0.66833      0.66833     -7.06792 
     0.21398      0.66835      0.66835     -7.06792 
     0.21408      0.66837      0.66837     -7.06792 
     0.21418      0.66839      0.66839     -7.06791 
     0.21428      0.66840      0.66840     -7.06791 
     0.21438      0.66842      0.66842     -7.06790 
     0.21448      0.66844      0.66844     -7.06790 
     0.21458      0.66846      0.66846     -7.06789 
     0.21468      0.66847      0.66847     -7.06789 
     0.21478      0.66849      0.66849     -7.06788 
     0.21488      0.66851      0.66851     -7.06788 
     0.21498      0.66852      0.66852     -7.06787 
     0.21508      0.66854      0.66854     -7.06787 
     0.21518      0.66855      0.66855     -7.06786 
     0.21528      0.66857      0.66857     -7.06786 
     0.21538      0.66859      0.66859     -7.06785 
     0.21548      0.66860      0.66860     -7.06785 
     0.21558      0.66862      0.66862     -7.06784 
     0.21568      0.66863      0.66863     -7.06784 
     0.21578      0.66865      0.66865     -7.06783 
     0.21588      0.66867      0.66867     -7.06783 
     0.21598      0.66868      0.66868     -7.06782 
     0.21608      0.66870      0.66870     -7.06782 
     0.21618      0.66871      0.66871     -7.06781 
     0.21628      0.66873      0.66873     -7.06781 
     0.21638      0.66874      0.66874     -7.06780 
     0.21648      0.66876      0.66876     -7.06780 
     0.21658      0.66877      0.66877     -7.06779 
     0.21668      0.66879      0.66879     -7.06779 
     0.21678      0.66880      0.66880     -7.06778 
     0.21688      0.66881      0.66881     -7.06778 
     0.21698      0.66883      0.66883     -7.06777 
     0.21708      0.66884      0.66884     -7.06777 
     0.21718      0.66886      0.66886     -7.06776 
     0.21728      0.66887      0.66887     -7.06776 
     0.21738      0.66889      0.66889     -7.06775 
     0.21748      0.66890      0.66890     -7.06775 
     0.21758      0.66891      0.66891     -7.06774 
     0.21768      0.66893      0.66893     -7.06774 
     0.21778      0.66894      0.66894     -7.06773 
     0.21788      0.66895      0.66895     -7.06773 
     0.21798      0.66897      0.66897     -7.06772 
     0.21808      0.66898      0.66898     -7.06772 
     0.21818      0.66899      0.66899     -7.06771 
     0.21828      0.66900      0.66900     -7.06771 
     0.21838      0.66902      0.66902     -7.06770 
     0.21848      0.66903      0.66903     -7.06770 
     0.21858      0.66904      0.66904     -7.06769 
     0.21868      0.66905      0.66905     -7.06769 
     0.21878      0.66907      0.66907     -7.06768 
     0.21888      0.66908      0.66908     -7.06768 
     0.21898      0.66909      0.66909     -7.06767 
     0.21908      0.66910      0.66910     -7.06767 
     0.21918      0.66911      0.66911     -7.06766 
     0.21928      0.66913      0.66913     -7.06766 
     0.21938      0.66914      0.66914     -7.06765 
     0.21948      0.66915      0.66915     -7.06765 
     0.21958      0.66916      0.66916     -7.06764 
     0.21968      0.66917      0.66917     -7.06763 
     0.21978      0.66918      0.66918     -7.06763 
     0.21988      0.66919      0.66919     -7.06762 
     0.21998      0.66920      0.66920     -7.06762 
     0.22008      0.66922      0.66922     -7.06761 
     0.22018      0.66923      0.66923     -7.06761 
     0.22028      0.66924      0.66924     -7.06760 
     0.22038      0.66925      0.66925     -7.06760 
     0.22048      0.66926      0.66926     -7.06759 
     0.22058      0.66927      0.66927     -7.06759 
     0.22068      0.66928      0.66928     -7.06758 
     0.22078      0.66929      0.66929     -7.06758 
     0.22088      0.66930      0.66930     -7.06757 
     0.22098      0.66931      0.66931     -7.06757 
     0.22108      0.66932      0.66932     -7.06756 
     0.22118      0.66933      0.66933     -7.06756 
     0.22128      0.66934      0.66934     -7.06755 
     0.22138      0.66935      0.66935     -7.06755 
     0.22148      0.66935      0.66935     -7.06754 
     0.22158      0.66936      0.66936     -7.06754 
     0.22168      0.66937      0.66937     -7.06753 
     0.22178      0.66938      0.66938     -7.06753 
     0.22188      0.66939      0.66939     -7.06752 
